cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
87,2026-06-20T07:23:03.525362,50482.71,35718.04,35805.94,10548.99,552538.62,5671.25,8447.64,8866.03,46178.73,12783222.45
88,2026-06-20T07:30:00.376258,50482.69,35718.04,35805.94,10548.99,552566.31,5671.29,8447.64,8866.03,46178.73,12783222.45
89,2026-06-20T07:36:45.256371,50482.73,35718.04,35805.95,10548.99,552540.34,5671.27,8447.64,8866.03,46178.73,12783222.45
90,2026-06-20T07:42:32.691915,50482.73,35716.92,35805.95,10548.99,552567.96,5671.26,8447.64,8852.02,46178.73,12783222.45
91,2026-06-20T07:48:20.050637,50482.73,35718.04,35805.95,10548.99,552539.87,5671.26,8447.64,8852.02,46178.73,12783222.45
92,2026-06-20T07:54:07.262277,50482.72,35718.04,35805.95,10548.99,552567.55,5671.24,8444.83,8852.02,46178.73,12783222.45
93,2026-06-20T08:00:07.429526,50482.72,35718.04,35805.94,10548.99,552538.68,5671.22,8443.99,8850.9,46178.73,12783222.45
94,2026-06-20T08:05:57.867894,50482.72,35718.04,35805.94,10548.99,552565.77,5671.2,8443.99,8850.87,46178.73,12783222.45
95,2026-06-20T08:11:30.038904,50482.72,35718.04,35805.94,10548.99,552537.46,5671.2,8443.99,8850.86,46178.73,12783222.45
96,2026-06-20T08:16:26.225542,50482.72,35718.04,35805.93,10548.99,552565.14,5671.2,8443.99,8850.83,46178.73,12783222.45
97,2026-06-20T08:21:24.816103,50482.72,35718.04,35805.94,10548.99,552537.48,5671.2,8443.99,8850.8,46178.73,12783222.45
98,2026-06-20T08:26:47.733668,50482.72,35718.04,35805.93,10548.99,552565.19,5671.2,8443.99,8850.78,46178.73,12783222.45
99,2026-06-20T08:32:11.099331,50482.72,35718.04,35805.93,10548.99,552536.9,5671.2,8443.99,8850.75,46178.73,12783222.45
100,2026-06-20T08:38:06.027245,50482.72,35718.04,35805.93,10548.99,552564.87,5671.2,8443.99,8850.72,46178.73,12783222.45
